F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Target
0.141997834,0.833239419,0.880194904,0.825970742,0.553892614,0.146925885,0.547959021,0.892330662,0.596938895,0.544598769,0.513415127,2.215
0.207931574,0.920272394,0.337407216,0.83782388,0.210877299,0.793387412,0.813829788,0.890680259,0.859157146,0.117656187,0.896201919,2.216
0.623982521,0.709164458,0.248846649,0.578976292,0.655640158,0.896126194,0.321124886,0.699839638,0.150104495,0.426949618,0.10027974,2.217
0.707806818,0.186738514,0.072950176,0.22414361,0.033685385,0.499617498,0.369737661,0.841880569,0.054549134,0.273201802,0.794078547,2.218
0.941471613,0.391512009,0.084223077,0.74700653,0.828215594,0.496529324,0.931387502,0.16499571,0.175717278,0.559675707,0.568899994,2.219
0.389950332,0.016340154,0.439320054,0.070079376,0.436929752,0.14299471,0.420842844,0.994292992,0.518923401,0.513594126,0.615711551,2.22
0.5970134,0.878362644,0.886662218,0.442823602,0.82552296,0.612016517,0.879014393,0.36085469,0.949033502,0.097798785,0.351020853,2.221
0.203808131,0.620919247,0.094456137,0.436922192,0.595436038,0.917228153,0.374785486,0.20407964,0.735277337,0.82098716,0.249789767,2.222
0.848564262,0.487333054,0.819572907,0.978179782,0.739205389,0.102811883,0.3221818,0.544091058,0.12025262,0.798779851,0.065872334,2.223
0.094494804,0.750025,0.662265237,0.782398154,0.3006145,0.745974955,0.930642735,0.903409397,0.955864152,0.950861917,0.145102757,2.224
0.263840003,0.715821471,0.182601017,0.024773389,0.014174613,0.266253033,0.952872137,0.087867254,0.850419157,0.160314447,0.558185982,2.225
0.565522568,0.080749243,0.074899136,0.162636324,0.502892846,0.924651483,0.65346197,0.113174213,0.750765076,0.180237499,0.876273466,2.226
0.899553074,0.69158633,0.650538136,0.651640869,0.8860741,0.123334268,0.405682897,0.421508098,0.720014937,0.326888299,0.315422457,2.227
0.513599554,0.424104344,0.134036662,0.227953604,0.175449368,0.54438962,0.117969767,0.814464626,0.051923838,0.718079479,0.571048153,2.228
0.882537259,0.416917531,0.965940412,0.843004549,0.615215895,0.264878642,0.97016098,0.261790681,0.84269355,0.363860057,0.161094224,2.229
0.990176066,0.750587098,0.04288134,0.50881561,0.44926564,0.351730053,0.659669946,0.071128414,0.091586921,0.541942357,0.913662119,2.23
0.908679247,0.984098848,0.281297395,0.570070631,0.81058998,0.809441966,0.397255489,0.062559007,0.238867932,0.662163944,0.671131862,2.231
0.821018106,0.608164243,0.105113727,0.055861644,0.909167738,0.346340824,0.231637671,0.376434673,0.28179163,0.134698924,0.609710386,2.232
0.60197085,0.593652047,0.089117165,0.782410745,0.510849846,0.282407094,0.302437642,0.002420351,0.40549129,0.358354334,0.306989562,2.233
0.305998907,0.573797952,0.362154871,0.015907745,0.80343126,0.969543071,0.899911072,0.132168944,0.535072228,0.465391895,0.55274552,2.234
0.426868497,0.235218873,0.481471141,0.101795469,0.397069588,0.217122337,0.955540999,0.673033509,0.367439338,0.714632206,0.81360207,2.235
0.40470148,0.979136043,0.521913178,0.446912835,0.008438674,0.060310668,0.915878404,0.639538126,0.286637506,0.329529976,0.140611495,2.236
0.803040768,0.218130534,0.990115487,0.807891482,0.624604486,0.190034847,0.804390086,0.838119152,0.611929672,0.792779441,0.692549871,2.237
0.576939071,0.332785125,0.278868135,0.10469455,0.568131695,0.529252276,0.660427001,0.398741561,0.33193828,0.360084635,0.600153247,2.238
0.08204959,0.991315783,0.079639879,0.410701289,0.795726182,0.673607974,0.246828527,0.695479018,0.336851369,0.525940923,0.664284184,2.239
0.887968201,0.646935439,0.157916321,0.218113721,0.221818231,0.53570472,0.949988054,0.04119069,0.380656672,0.020585319,0.45661303,2.24
0.279962881,0.424997311,0.597411147,0.71777955,0.535934845,0.779186586,0.827428823,0.24975499,0.081958481,0.064607603,0.548263842,2.241
0.617142889,0.0460342,0.501697099,0.660049781,0.227789537,0.351915053,0.780404977,0.604962421,0.053155788,0.324291788,0.774657513,2.242
0.689882693,0.591889285,0.803510312,0.849887712,0.040059818,0.745596621,0.87339319,0.446823069,0.537169498,0.069039744,0.166550626,2.243
0.061401784,0.33211734,0.042638496,0.21710467,0.389831609,0.009150926,0.581860923,0.856309482,0.647902426,0.120074751,0.069755297,2.244
0.096511282,0.672917413,0.370391343,0.516838534,0.277303763,0.96446384,0.424525531,0.443493214,0.351219604,0.091197749,0.229678796,2.245
0.744840593,0.518360294,0.771971023,0.122644828,0.247792629,0.528620102,0.505633325,0.221192575,0.222309783,0.09114224,0.188417615,2.246
0.534380911,0.998643554,0.466980784,0.761792256,0.676793566,0.876478597,0.326422954,0.566775097,0.424535502,0.226472618,0.296468168,2.247
0.77383895,0.208475151,0.768232548,0.19666365,0.513168075,0.113432296,0.411882716,0.292239233,0.59328917,0.922488159,0.189080374,2.248
0.631509736,0.850556545,0.145058215,0.623726267,0.279723767,0.592857564,0.624023947,0.228363121,0.279074027,0.119827942,0.837861942,2.249
0.432635824,0.949867908,0.11172816,0.896186592,0.940445979,0.42137763,0.991665175,0.237387934,0.481784772,0.441147954,0.957184402,2.25
0.036481436,0.415207171,0.073460057,0.121958861,0.702588537,0.973040439,0.489204411,0.243734474,0.019417273,0.827039362,0.419394072,2.251
0.978942192,0.193617433,0.552936923,0.612663802,0.817110477,0.730807816,0.235188151,0.458741754,0.684475578,0.829511571,0.453297578,2.252
0.73801296,0.132754179,0.258068554,0.197002524,0.96194434,0.25077504,0.809422581,0.013751737,0.702936417,0.363345891,0.259195468,2.253
0.198947339,0.006030844,0.363010989,0.779082662,0.423162327,0.959257535,0.970223868,0.218258526,0.931841449,0.434063176,0.130171379,2.254
0.828781532,0.430523923,0.893685203,0.957582416,0.886174412,0.216924092,0.804632413,0.74679027,0.708777847,0.810025912,0.738121097,2.255
0.113326404,0.669097854,0.040584408,0.764400068,0.347815739,0.775127439,0.308556507,0.357683085,0.008432094,0.950285092,0.25048805,2.256
0.948034711,0.357804904,0.215659936,0.635533264,0.464816745,0.144773563,0.518095877,0.111771533,0.544714409,0.014693491,0.009838469,2.257
0.064106271,0.822988076,0.525253674,0.485113014,0.136546856,0.724798575,0.331453873,0.144735407,0.184161583,0.722783727,0.120722744,2.258
0.249390313,0.871251322,0.964565246,0.204856764,0.792413296,0.913078979,0.593482818,0.049353681,0.485718123,0.071433899,0.627997787,2.259
0.794896418,0.358909739,0.91741523,0.637302466,0.069661342,0.884666661,0.394681704,0.899942404,0.82960881,0.713062945,0.982932222,2.26
0.777141064,0.893302266,0.409462385,0.268156747,0.740121308,0.610369665,0.291770718,0.784448372,0.040717634,0.750668672,0.872478468,2.261
0.676774033,0.140028501,0.834422326,0.354680727,0.593560426,0.929681909,0.416834417,0.127459894,0.560023897,0.389572126,0.067088559,2.262
0.691860344,0.366525938,0.91189395,0.559908344,0.005985332,0.06631205,0.735301521,0.015897834,0.438114385,0.162033357,0.234504539,2.263
0.524729428,0.440696329,0.661384663,0.844379924,0.952309723,0.666736916,0.029023774,0.089835677,0.078430246,0.010405161,0.464283263,2.264
0.219154056,0.004893481,0.51090123,0.146681343,0.007826676,0.176431286,0.12447578,0.482570999,0.378214571,0.135843608,0.887769054,2.265
0.819904768,0.911513792,0.962060533,0.300550265,0.777865864,0.717447883,0.986883124,0.977066189,0.550742996,0.64721308,0.549163932,2.266
0.81708621,0.079261664,0.58938793,0.816652665,0.449100305,0.370835047,0.229610844,0.903135449,0.091996567,0.202321049,0.836328408,2.267
0.055610362,0.521386535,0.065767133,0.029744088,0.052417188,0.467419699,0.007676739,0.159151926,0.292807277,0.075455855,0.532364394,2.268
0.70827566,0.124573893,0.05886142,0.941531315,0.815738794,0.127586782,0.851698031,0.237761586,0.655656012,0.030757727,0.654472436,2.269
0.638359789,0.014105139,0.382908528,0.549304613,0.062664763,0.462208544,0.357703262,0.265701781,0.402441884,0.86958641,0.044969003,2.27
0.287325965,0.003661453,0.688532641,0.090240792,0.365308766,0.938184285,0.093417883,0.947676608,0.180627917,0.369479399,0.55414887,2.271
0.103730252,0.709607868,0.695472594,0.81673248,0.817491085,0.298032485,0.709805256,0.494420095,0.266328789,0.345054436,0.960965732,2.272
0.215936058,0.627438288,0.071148396,0.905855552,0.732047832,0.897001801,0.857041232,0.047238401,0.31299463,0.545696965,0.549311105,2.273
0.473644136,0.68229539,0.789136294,0.079693629,0.641632025,0.517151294,0.610211699,0.921340245,0.181951629,0.098219041,0.190731623,2.274
0.842687667,0.966864458,0.163370126,0.846376836,0.922689057,0.013643228,0.539140041,0.348684807,0.410447533,0.814992947,0.52991749,2.275
0.215965696,0.077498894,0.700158297,0.041793771,0.220810945,0.935601075,0.461234513,0.72558106,0.412628334,0.826083358,0.703475609,2.276
0.967371894,0.363149281,0.249526716,0.19324087,0.991957839,0.860600372,0.885514985,0.666443172,0.399418927,0.334714779,0.975970702,2.277
0.431359206,0.845192586,0.751907927,0.229054316,0.97808141,0.456466481,0.695651883,0.103695053,0.332623232,0.880751523,0.713921264,2.278
0.330762966,0.381384934,0.003487566,0.158132922,0.423840032,0.212525218,0.791655265,0.397017255,0.040341027,0.382372111,0.20185571,2.279
0.663796838,0.508306567,0.731981068,0.336902429,0.428336284,0.425087171,0.793105858,0.357190439,0.636292431,0.807020543,0.039200542,2.28
0.466596649,0.301806271,0.093698085,0.604740559,0.080987149,0.341058995,0.617241966,0.498948315,0.372447347,0.977072162,0.097887683,2.281
0.325788681,0.430094767,0.908775777,0.94941692,0.83066329,0.325728903,0.168739751,0.268057019,0.413334942,0.491170898,0.68324732,2.282
0.537776506,0.01676395,0.01733024,0.197731268,0.763563201,0.843895635,0.631964451,0.472005286,0.171162594,0.83752158,0.678915139,2.283
0.367268157,0.587879082,0.942547696,0.676267034,0.446234881,0.245934054,0.375570684,0.397647911,0.375081134,0.386201873,0.521057564,2.284
0.791278741,0.957193429,0.019707918,0.492895996,0.882763798,0.875494897,0.120932305,0.164293652,0.550520459,0.306633634,0.811121266,2.285
0.555248849,0.40777513,0.291671787,0.753874417,0.492143142,0.641185115,0.077577976,0.487976895,0.981138176,0.485438997,0.019073248,2.286
0.487007503,0.674982296,0.957582148,0.330423578,0.688457947,0.309748996,0.167552223,0.310374442,0.566954885,0.647526335,0.393738234,2.287
0.880382848,0.872677338,0.411952613,0.109808401,0.424642692,0.699226247,0.567708339,0.30611447,0.285693117,0.106537513,0.256881435,2.288
0.778583738,0.437379812,0.247451832,0.162418745,0.762991868,0.576971803,0.425444297,0.898412092,0.682507029,0.581969191,0.313507449,2.289
0.723636337,0.740583033,0.926420479,0.067646527,0.070919576,0.074016759,0.027703902,0.600162593,0.710777452,0.258182176,0.38393627,2.29
0.169048257,0.954296764,0.287455329,0.79523414,0.568304021,0.505436377,0.710139872,0.09899886,0.547580751,0.661321973,0.289969099,2.291
0.179436943,0.883825142,0.615767705,0.171508259,0.283912199,0.306459876,0.445628392,0.458079496,0.672425223,0.764058093,0.261644707,2.292
0.366896424,0.852417584,0.820987662,0.266306195,0.971732784,0.730606295,0.40370045,0.752341978,0.820262965,0.305562226,0.237064504,2.293
0.95796821,0.016705464,0.532166937,0.128942392,0.638943706,0.076171076,0.143386009,0.058540769,0.654080909,0.824057635,0.802206891,2.294
0.618161397,0.070356627,0.97429027,0.227824896,0.065364211,0.466583785,0.98805667,0.73439296,0.133728752,0.38577334,0.251570174,2.295
0.02492825,0.380340072,0.237678893,0.843788167,0.007223454,0.973784574,0.292897746,0.483106743,0.198143342,0.255460459,0.508032459,2.296
0.651183623,0.109664866,0.534856648,0.509680187,0.165567834,0.612384758,0.716482945,0.377124074,0.953492462,0.051005548,0.93661784,2.297
0.528750918,0.051075967,0.796517065,0.986461639,0.689882887,0.219901757,0.362339839,0.972568166,0.280004222,0.441257957,0.642619798,2.298
0.920247706,0.653983732,0.945523679,0.821396545,0.857054791,0.473239602,0.861585172,0.793237276,0.617120226,0.026472375,0.982262291,2.299
0.059775018,0.382240454,0.434489543,0.16264327,0.742900532,0.596421901,0.425844872,0.997664726,0.866219436,0.914768677,0.917054777,2.3
0.906512063,0.847007415,0.043975225,0.850922462,0.680807319,0.705665949,0.933897261,0.475254963,0.005626111,0.152343471,0.94935171,2.301
0.368707848,0.627293412,0.941453084,0.185924761,0.720450836,0.099524252,0.560784509,0.310846975,0.737615093,0.031982333,0.062155793,2.302
0.274499618,0.447629197,0.128112618,0.809852044,0.641525666,0.911559954,0.46129259,0.553186306,0.513001569,0.956542782,0.332875434,2.303
0.864114222,0.706827262,0.467670865,0.363089747,0.322369817,0.686649961,0.420606958,0.516175502,0.989935319,0.512065963,0.777332722,2.304
0.27740869,0.775640685,0.569351867,0.288842914,0.528381694,0.517423051,0.297747375,0.421945661,0.469166079,0.106096754,0.745050194,2.305
0.243310981,0.212153167,0.435241691,0.117465054,0.367080633,0.78675224,0.667589838,0.347541249,0.261873668,0.378879474,0.770042116,2.306
0.268321436,0.765832458,0.18675956,0.651902771,0.353642365,0.99032629,0.577456604,0.942039466,0.228336934,0.471897065,0.706283183,2.307
0.816156871,0.780099866,0.663258739,0.210045376,0.564977616,0.690850368,0.456791797,0.148263714,0.021035453,0.894981173,0.673569564,2.308
0.117825401,0.352993628,0.28621442,0.377983283,0.561940973,0.08080648,0.539237186,0.045475059,0.660892756,0.073974824,0.527125777,2.309
0.390198894,0.449438915,0.568605949,0.066559041,0.918876376,0.24936381,0.938405296,0.930570735,0.157137026,0.650657957,0.916915966,2.31
0.449043264,0.687304184,0.01399637,0.216041958,0.251879778,0.184710871,0.653649647,0.288130713,0.223114143,0.102120785,0.632539142,2.311
0.838221065,0.339660109,0.231170574,0.566708061,0.435763228,0.16673529,0.646572313,0.951195578,0.321885862,0.471559038,0.115647987,2.312
0.676349812,0.652694827,0.244991003,0.13033221,0.97099766,0.321740168,0.67939116,0.715940035,0.399975496,0.944755323,0.936572957,2.313
0.605679412,0.031964325,0.232520694,0.581292299,0.905430427,0.779096431,0.636593245,0.15841946,0.485999643,0.140774658,0.483559721,2.314
0.599767761,0.151915855,0.395803011,0.815317306,0.380323544,0.704210351,0.398217938,0.757697563,0.21380671,0.317630667,0.314003181,2.315
0.489473681,0.088253969,0.339508734,0.54818682,0.236491542,0.777209132,0.206785212,0.829963596,0.266698334,0.768342991,0.062196388,2.316
0.449334126,0.752462497,0.192822843,0.610285164,0.617983344,0.919668187,0.223126783,0.238418955,0.49041672,0.763231445,0.229705456,2.317
0.461323992,0.746619443,0.033356433,0.600398739,0.06952734,0.810309496,0.06902522,0.133398968,0.85421945,0.442802274,0.179232925,2.318
0.209331923,0.649995129,0.074110418,0.656633567,0.59095357,0.644199666,0.538097764,0.965507303,0.232114884,0.88403852,0.174548943,2.319
0.72425332,0.110114993,0.235666852,0.114693241,0.592811695,0.802518432,0.132042846,0.672536069,0.450732644,0.925570588,0.1022394,2.32
0.147573141,0.711545666,0.874383806,0.379159796,0.192527926,0.889643036,0.914467333,0.384599509,0.504115205,0.957258578,0.038116315,2.321
0.229513865,0.196619805,0.455869242,0.697690817,0.175899204,0.448145868,0.286476258,0.950406915,0.966002731,0.993880018,0.101373173,2.322
0.101408415,0.751286015,0.448194182,0.092958884,0.062168275,0.868703158,0.60168932,0.164578524,0.772034126,0.769451275,0.868872474,2.323
0.159590781,0.411300323,0.353788465,0.780600115,0.510181582,0.458624391,0.481629465,0.810847766,0.228018246,0.039215729,0.48282875,2.324
0.809003729,0.58184989,0.920732958,0.150659788,0.978516791,0.428588488,0.164155663,0.949787594,0.305573971,0.658550005,0.478906854,2.325
0.74457847,0.869482202,0.503587309,0.405961352,0.660408388,0.509641904,0.014409125,0.129002234,0.109430825,0.028013158,0.237482806,2.326
0.695262826,0.157687837,0.963674348,0.603120432,0.237128766,0.981409579,0.864641093,0.511587758,0.29932038,0.08237197,0.819347064,2.327
0.150802689,0.308081104,0.71391005,0.434965158,0.119037824,0.573416989,0.810498933,0.549058767,0.672454,0.100719736,0.093801256,2.328
0.860834238,0.765300804,0.402479433,0.65116615,0.191817122,0.409375915,0.695126387,0.963506423,0.817392427,0.261366883,0.367169274,2.329
0.726860738,0.694478833,0.724674911,0.478246761,0.669408789,0.585286065,0.474850912,0.824375353,0.277083808,0.601640785,0.036616797,2.33
0.65487715,0.160218415,0.228703783,0.605041785,0.374433242,0.979018277,0.946246616,0.547664902,0.176282111,0.120606781,0.487492306,2.331
0.595941002,0.064054937,0.117645514,0.316081347,0.822425339,0.513658866,0.068039892,0.550932864,0.363211759,0.391656826,0.519402892,2.332
0.466396129,0.308872576,0.723170666,0.445221695,0.431263425,0.08598655,0.718038074,0.82980106,0.994188736,0.774587738,0.754028253,2.333
0.654297318,0.311143764,0.513712027,0.008130233,0.914508297,0.25574374,0.118783962,0.050622225,0.713950834,0.673792544,0.790829053,2.334
0.428086306,0.068416915,0.430997033,0.767188087,0.45261607,0.176266831,0.96065417,0.58203698,0.811941414,0.24850224,0.664825158,2.335
0.987742224,0.355512835,0.757620168,0.8378089,0.220219649,0.879803221,0.872741713,0.120836559,0.568840526,0.457769428,0.684192474,2.336
0.903713251,0.406093796,0.790134113,0.254994503,0.208374387,0.303068542,0.262465977,0.533397275,0.002446014,0.404723468,0.847410023,2.337
0.979043659,0.779199757,0.678590408,0.222571209,0.372310056,0.646989673,0.468442492,0.690989803,0.377619655,0.439334383,0.013548435,2.338
0.108138063,0.915839352,0.29994742,0.22296763,0.836656383,0.041948494,0.169168434,0.262304234,0.751165454,0.64042357,0.535810524,2.339
0.984447296,0.155677273,0.523696814,0.786985169,0.958352221,0.056592808,0.442552912,0.38066513,0.844236856,0.349288474,0.539306922,2.34
0.70839718,0.130311537,0.637309915,0.065243599,0.794020572,0.550978867,0.814790945,0.402582724,0.743658617,0.759760564,0.762326236,2.341
0.48982194,0.930523472,0.301288101,0.478233741,0.328421056,0.524962281,0.429528189,0.856064685,0.386016205,0.509726778,0.405682379,2.342
0.206104962,0.687920961,0.170417878,0.958069861,0.053902139,0.214578735,0.724802079,0.939376812,0.909291681,0.970687813,0.479190095,2.343
0.152391809,0.006527095,0.542318721,0.898423177,0.702196775,0.986228789,0.683086671,0.97093171,0.942408895,0.161756691,0.625048961,2.344
0.09578139,0.347970799,0.442915732,0.961103222,0.17408937,0.692407941,0.027093476,0.87111261,0.456705798,0.301951799,0.383204055,2.345
0.124118573,0.743563061,0.736661542,0.40723773,0.505408299,0.328568519,0.331729043,0.959005195,0.65884637,0.954701586,0.702310598,2.346
0.011549358,0.035585574,0.967984989,0.175635773,0.68920711,0.676412191,0.744933799,0.621678554,0.011025171,0.92294001,0.087836787,2.347
0.314694618,0.673774458,0.711232314,0.077780212,0.330712608,0.329013756,0.336917467,0.627354014,0.172136411,0.241842304,0.033780245,2.348
0.665299934,0.680627577,0.94806125,0.944956079,0.668509073,0.69511547,0.253505844,0.995441935,0.160588098,0.343763284,0.895497861,2.349
0.844667674,0.603503977,0.09363776,0.82755765,0.734640546,0.243958011,0.360278569,0.771962122,0.860751601,0.895537077,0.264714625,2.35
0.874444644,0.620268266,0.462904944,0.016524294,0.635994397,0.854062341,0.262390133,0.221311368,0.960349574,0.399999463,0.024333208,2.351
0.043182995,0.316888301,0.899589214,0.529176708,0.953859414,0.10211663,0.586648894,0.495134241,0.61942628,0.46878245,0.321255825,2.352
0.062045725,0.604284719,0.927443319,0.794615352,0.068589655,0.215655488,0.731147335,0.424582417,0.106713631,0.845994164,0.923898457,2.353
0.514562696,0.656919465,0.245915594,0.499878019,0.497403148,0.859246973,0.987887533,0.49209276,0.382429427,0.236580864,0.536989878,2.354
0.521190209,0.759564053,0.587742803,0.700273694,0.901012614,0.709805193,0.385808783,0.14793935,0.40412996,0.061725314,0.636806257,2.355
0.148804193,0.10197139,0.671627447,0.176883396,0.510817914,0.438953945,0.385571405,0.705720134,0.757220354,0.895813827,0.565823114,2.356
0.929065569,0.278812665,0.458679744,0.705814813,0.939371957,0.288814547,0.020707191,0.113117683,0.873411116,0.542830147,0.37460319,2.357
0.479065897,0.477271079,0.142237321,0.873493382,0.214818407,0.773131911,0.874565881,0.126095463,0.111078054,0.213559011,0.718813761,2.358
0.396782821,0.791142822,0.235333589,0.032163015,0.808046706,0.006715008,0.802547871,0.027816036,0.148766317,0.827732049,0.267485078,2.359
0.914477717,0.674894401,0.264149523,0.074247711,0.852887405,0.180447834,0.083107079,0.078770547,0.539617782,0.135163894,0.799926338,2.36
0.948276446,0.470088745,0.927784713,0.233298803,0.553021665,0.793120712,0.913478087,0.090022952,0.822468369,0.632912024,0.295206831,2.361
0.271674387,0.228361473,0.428633228,0.626273701,0.816155162,0.204777087,0.312477972,0.570542813,0.675880264,0.98378088,0.841292704,2.362
0.093202913,0.151340689,0.853127693,0.976542957,0.90959251,0.092026606,0.208959975,0.006284275,0.17304157,0.615523452,0.327052232,2.363
0.734485858,0.944086562,0.76182844,0.311122843,0.250108119,0.892615236,0.242405728,0.672363461,0.048699049,0.052854141,0.487560613,2.364
0.258334026,0.701138763,0.952058569,0.227584951,0.412192655,0.413838151,0.928218825,0.255623427,0.025953595,0.203733588,0.095937072,2.365
0.841612274,0.847461643,0.96316951,0.260813266,0.300906357,0.337338959,0.726042333,0.495157132,0.762738642,0.627087185,0.488405256,2.366
0.049753904,0.620984808,0.256704299,0.224683853,0.042273148,0.641812767,0.966585163,0.551411759,0.625613054,0.987055189,0.432543315,2.367
0.061394545,0.974509854,0.667417801,0.354539761,0.165885629,0.738152962,0.834101099,0.605932648,0.030276456,0.973555553,0.239994733,2.368
0.638288423,0.880761306,0.689427218,0.113069717,0.164306603,0.511674909,0.500167638,0.870251218,0.933370395,0.743609819,0.841763034,2.369
0.725062272,0.669845596,0.898494556,0.317295049,0.530846007,0.320468037,0.308661451,0.775680528,0.45255975,0.634749828,0.369607779,2.37
0.645809399,0.843433858,0.258268112,0.239576446,0.915368742,0.998164769,0.041898873,0.314802886,0.453375032,0.819196023,0.405579816,2.371
0.627120815,0.274865598,0.149810223,0.751527979,0.876918502,0.564187984,0.625146538,0.141874021,0.850856909,0.661631197,0.062982001,2.372
0.893490311,0.233798615,0.224218408,0.882570749,0.322355421,0.095332809,0.38717371,0.43572982,0.365104591,0.503095589,0.587832188,2.373
0.218719884,0.504833946,0.88149188,0.538806103,0.103843242,0.751473244,0.337625183,0.786622441,0.743011179,0.161940972,0.894141217,2.374
0.424069224,0.39432653,0.267831083,0.49615033,0.507997196,0.597643091,0.595072384,0.099655885,0.387873595,0.00369892,0.631689505,2.375
0.521069059,0.479407593,0.134269179,0.772546761,0.124147172,0.876143503,0.284157729,0.003375977,0.337906969,0.075639311,0.320179563,2.376
0.051886826,0.026570164,0.149043295,0.257560527,0.006627688,0.616267872,0.263007974,0.724957144,0.994483067,0.816100526,0.683700272,2.377
0.337641047,0.281469503,0.225999396,0.917089324,0.662297884,0.944789012,0.545089024,0.116198435,0.066770804,0.427210859,0.016389849,2.378
0.132934155,0.772409878,0.828120964,0.073133665,0.078003687,0.201414784,0.889068583,0.443456157,0.058212663,0.652449812,0.503756839,2.379
0.382206288,0.104671815,0.857948715,0.367612024,0.683946555,0.768670024,0.292128811,0.39981027,0.984346948,0.354438442,0.252874995,2.38
0.985051863,0.089912993,0.204385518,0.425718191,0.331171763,0.051852807,0.898018671,0.31234058,0.271364064,0.183437962,0.121875,2.381
0.311110125,0.432848673,0.433847009,0.095940103,0.068321839,0.17240142,0.439500267,0.240913004,0.889583335,0.336848682,0.99539396,2.382
0.335494027,0.924132745,0.099145667,0.310316096,0.66194769,0.981471075,0.529191991,0.24907151,0.015831358,0.140255949,0.176772705,2.383
0.890487258,0.604890095,0.2739625,0.009194066,0.902809375,0.715838534,0.089596347,0.476209092,0.304726025,0.260491277,0.776336033,2.384
0.945269829,0.162967029,0.824506008,0.131220027,0.489371604,0.275459717,0.647094213,0.846614552,0.637177303,0.367912,0.31142917,2.385
0.531304704,0.793104942,0.958517884,0.571337233,0.696785777,0.889804487,0.077182767,0.377364208,0.346737736,0.983678201,0.986785006,2.386
0.847070225,0.208483262,0.473067784,0.190221349,0.3793133,0.21115489,0.870765206,0.067396792,0.254878831,0.84031859,0.868400815,2.387
0.742016505,0.953770631,0.35707317,0.082283233,0.503117077,0.34161671,0.006433258,0.48766521,0.680771075,0.259035316,0.855074905,2.388
0.548181282,0.473415472,0.639373192,0.814799193,0.398515336,0.545599951,0.527361903,0.881492122,0.962880659,0.151545862,0.358292212,2.389
0.553995646,0.246003509,0.231830384,0.143472048,0.663770104,0.563895628,0.077447465,0.11425591,0.314704672,0.520027351,0.435764496,2.39
0.784775801,0.552026715,0.056397727,0.006012909,0.509605445,0.272701657,0.71473494,0.932584343,0.766733624,0.094602983,0.332823638,2.391
0.899619616,0.627416318,0.291044051,0.076209347,0.207454647,0.623522988,0.020538761,0.364216752,0.458883347,0.620227481,0.36708276,2.392
0.513835875,0.291512131,0.277455449,0.529121281,0.873103889,0.255005005,0.241542028,0.58078881,0.958826649,0.239364247,0.88080044,2.393
0.783118475,0.002278208,0.015830561,0.867419566,0.820430131,0.318006093,0.026217993,0.010328256,0.652259193,0.667813832,0.965622751,2.394
0.799119587,0.560502812,0.247454383,0.896537085,0.238655549,0.447646554,0.241352418,0.432951575,0.589492318,0.089013418,0.136752539,2.395
0.698947126,0.186722559,0.238916471,0.990783503,0.834803161,0.916598075,0.367270181,0.480591584,0.781268689,0.978747354,0.428293789,2.396
0.379145496,0.295905463,0.912786008,0.330119114,0.708752882,0.145795318,0.511646713,0.417062175,0.270112379,0.707033097,0.640690845,2.397
0.079819131,0.894106532,0.946096423,0.038815516,0.564318852,0.666199949,0.930363986,0.031026629,0.799397809,0.324062734,0.897386281,2.398
0.82890092,0.52212638,0.440082594,0.886032983,0.538356312,0.249628407,0.299938062,0.814057938,0.391242235,0.717210423,0.475772935,2.399
0.868901142,0.165092743,0.471155764,0.817378517,0.351428948,0.75748642,0.005126424,0.037766678,0.255449881,0.692824492,0.379163872,2.4
0.873411739,0.717197429,0.407556593,0.549231499,0.354028859,0.741620051,0.107506811,0.395668224,0.2643388,0.581192328,0.416200516,2.401
0.606883935,0.440974664,0.162838418,0.463269284,0.746202929,0.704596056,0.509821417,0.080264474,0.105832986,0.09786312,0.686277021,2.402
0.587224566,0.737688891,0.111852929,0.953719526,0.475008674,0.9528198,0.156518642,0.305795835,0.457462819,0.721645762,0.161078066,2.403
0.362997187,0.461382456,0.592483293,0.44110712,0.649002166,0.72857649,0.13443798,0.784579971,0.213747395,0.030284899,0.972593987,2.404
0.865413096,0.940464469,0.220794409,0.984324129,0.310425072,0.18775984,0.701166861,0.627116406,0.169010377,0.098725166,0.772579508,2.405
0.677744623,0.397960153,0.757070714,0.024316822,0.14479543,0.427038195,0.180722273,0.136000317,0.62087195,0.202259839,0.769313405,2.406
0.925667546,0.356037869,0.063867547,0.513226605,0.726079824,0.909996078,0.483203369,0.483333664,0.749749253,0.645219401,0.705170109,2.407
0.778737436,0.738193635,0.366976984,0.41067049,0.340606099,0.167573605,0.348152546,0.655567762,0.35492472,0.807461379,0.551355138,2.408
0.808502459,0.540815061,0.568145483,0.83973346,0.513850472,0.227247097,0.0675762,0.42256499,0.436263075,0.946159457,0.039896052,2.409
0.899141879,0.663626702,0.334987715,0.869819589,0.545871411,0.76867189,0.027806233,0.898197697,0.154559702,0.215166217,0.633232396,2.41
0.018737855,0.055400391,0.384036123,0.715826045,0.807853171,0.912366291,0.246770282,0.636360401,0.325595546,0.330242228,0.300998684,2.411
0.285823371,0.86524621,0.001032898,0.823122159,0.639065989,0.812115282,0.545737425,0.171194616,0.71879446,0.412304505,0.207902151,2.412
0.306587744,0.473836747,0.33895112,0.337189181,0.979526712,0.709793248,0.659065697,0.663874711,0.429736894,0.537585032,0.004498412,2.413
