F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Target
0.294457764,0.527683253,0.850286613,0.242267003,0.683543081,0.973175907,0.897196678,0.245184312,0.919968144,0.429302123,0.792452917,0.647569441,0.824363433,0.067272617,0.929108477,0.718532049,0.595747668,0.666118814,0.976858906,3.036
0.491019661,0.054946263,0.229881271,0.677206305,0.831287886,0.651020865,0.021281237,0.839994212,0.362727066,0.297938964,0.203857069,0.95585844,0.679878046,0.137082123,0.738286092,0.517366646,0.650892608,0.517486229,0.561034505,3.037
0.039364476,0.768720992,0.737419959,0.740704065,0.062886987,0.346623365,0.582226637,0.082513525,0.043080205,0.144165706,0.101923748,0.566920202,0.340742772,0.662964689,0.944637374,0.27238345,0.416238777,0.269226044,0.599077132,3.038
0.803905765,0.148335732,0.560074517,0.17805367,0.424523391,0.23125751,0.645625929,0.966488251,0.805811209,0.255592937,0.624463167,0.044347373,0.679866564,0.077107002,0.22510986,0.499431072,0.20607021,0.275062031,0.113044492,3.039
0.861388966,0.721989505,0.829588371,0.588570958,0.036823588,0.554129974,0.141945376,0.238270537,0.187071888,0.727868518,0.946000182,0.224424719,0.19833622,0.780686661,0.210786412,0.206340305,0.571723757,0.163932187,0.23790284,3.04
0.824781483,0.720205789,0.403651284,0.074071323,0.784393594,0.739384712,0.22557163,0.077674302,0.729971024,0.644453871,0.559347294,0.731884224,0.371377068,0.449633792,0.605120523,0.365495233,0.605888944,0.788858628,0.507789595,3.041
0.459499584,0.452030299,0.679062837,0.035762409,0.71839468,0.272156315,0.862015315,0.524127754,0.688012922,0.492446667,0.14380683,0.719901837,0.980774338,0.684931965,0.761638319,0.943452128,0.550163879,0.030162508,0.803183904,3.042
0.339398686,0.306003278,0.146875426,0.653076506,0.661675489,0.585083973,0.604944509,0.802450976,0.760822058,0.752147153,0.204230172,0.554079771,0.135704689,0.274981695,0.201555816,0.679798852,0.442651782,0.2194091,0.171451413,3.043
0.82134349,0.557534254,0.867685968,0.605684702,0.460442553,0.58482911,0.876012307,0.308380631,0.58951844,0.883157744,0.585428357,0.991980434,0.630068685,0.279960321,0.113465269,0.414876129,0.353427837,0.487135702,0.897850052,3.044
0.169859525,0.28490981,0.657618742,0.648376786,0.176343795,0.680794898,0.577639174,0.884817423,0.830738421,0.831878634,0.15790972,0.712896911,0.859653248,0.500342431,0.550621924,0.999466354,0.58482692,0.77217192,0.080548184,3.045
0.563375543,0.010589558,0.581567064,0.865217073,0.985155371,0.913791086,0.333678417,0.528563748,0.753793691,0.498492954,0.742183341,0.633611862,0.133023949,0.876211673,0.105548586,0.671889384,0.971422295,0.380005016,0.036310214,3.046
0.756877157,0.853576963,0.466572638,0.328978386,0.760383479,0.702620111,0.712405576,0.443375058,0.440172434,0.612221873,0.6438721,0.472794508,0.418723538,0.735524421,0.12092579,0.134401647,0.591114367,0.988055113,0.298019691,3.047
0.881498795,0.881762295,0.644284323,0.92643054,0.781731783,0.051352985,0.932287209,0.911642299,0.099896682,0.858022226,0.154410537,0.446049589,0.800634414,0.634287188,0.253850552,0.783975826,0.097695109,0.73440734,0.908453839,3.048
0.951630505,0.480611614,0.182185699,0.711492423,0.151169548,0.304044105,0.334705053,0.661907755,0.602919356,0.080202558,0.114863189,0.873598835,0.851168909,0.154766118,0.027049841,0.195426517,0.632199735,0.153215708,0.44528432,3.049
0.550241676,0.121191628,0.015097683,0.629725571,0.988595405,0.637647146,0.815505073,0.58599226,0.407527253,0.451950195,0.04689685,0.270093065,0.65285394,0.966031681,0.471495405,0.531810626,0.290095101,0.347615889,0.136425334,3.05
0.983369722,0.068889256,0.860374067,0.710176964,0.261361142,0.681143203,0.111594533,0.032834729,0.66177489,0.673492687,0.961091015,0.742795862,0.164464415,0.962371059,0.938626253,0.051949632,0.527352118,0.248777133,0.667302259,3.051
0.483780704,0.539627269,0.084563067,0.513762797,0.704357261,0.478668067,0.398253792,0.441142381,0.525990444,0.353603518,0.429623828,0.733242154,0.993031053,0.996306824,0.537575479,0.46628494,0.552959028,0.531106998,0.611665905,3.052
0.647887511,0.032458448,0.714153618,0.844070048,0.088960782,0.598739253,0.173403605,0.11884394,0.210076692,0.791835685,0.199624596,0.579989035,0.175954489,0.271611236,0.67152184,0.841151462,0.886558563,0.099566708,0.441624392,3.053
0.310913844,0.580267053,0.630544924,0.610220204,0.146431355,0.926721649,0.835682095,0.549916275,0.47779596,0.105630578,0.366406228,0.534639034,0.195648639,0.580000848,0.287631784,0.041015564,0.906118291,0.97153037,0.699165773,3.054
0.830998159,0.183839435,0.09262287,0.572046755,0.781383111,0.191840103,0.607168154,0.044215811,0.984774845,0.271103215,0.927744864,0.717011553,0.46720743,0.83872303,0.838076616,0.115316672,0.669019272,0.415055102,0.854745602,3.055
0.426335775,0.344027554,0.406284867,0.148027733,0.745123854,0.782227129,0.345140386,0.218863787,0.893560301,0.135968755,0.719220344,0.895473131,0.23946831,0.285771515,0.350771276,0.264377736,0.637744896,0.063479752,0.121673129,3.056
0.755454327,0.026231687,0.968492217,0.292713956,0.365414895,0.218364071,0.631016018,0.649025503,0.640179719,0.33824127,0.490527906,0.542301474,0.16557271,0.221151373,0.066651837,0.35843797,0.987836864,0.843434271,0.59470024,3.057
0.827747049,0.10136786,0.232590793,0.317293943,0.395356498,0.586778531,0.975069814,0.537253561,0.568515598,0.09593726,0.283926263,0.042417449,0.233343045,0.38838761,0.384254661,0.59131286,0.933558232,0.674014067,0.169956631,3.058
0.197331816,0.793680613,0.279067893,0.127397206,0.050070685,0.858281745,0.835632228,0.903036506,0.492140924,0.643337163,0.777334506,0.364832484,0.809573423,0.01043755,0.863056008,0.546355104,0.132299685,0.468207222,0.400080344,3.059
0.881232985,0.312996837,0.734148509,0.810849253,0.016465019,0.787437567,0.399919037,0.395414155,0.691538447,0.327886013,0.037008485,0.654776552,0.014414446,0.290028163,0.388418621,0.69944595,0.204056627,0.902765918,0.988034006,3.06
0.240144745,0.212959174,0.934752661,0.608378695,0.283511041,0.431000415,0.890427587,0.547731633,0.771314171,0.094815928,0.383814943,0.658572911,0.615540698,0.642652363,0.733347863,0.130229551,0.149009946,0.64526564,0.354669002,3.061
0.219455185,0.867974635,0.122989436,0.589251845,0.08978216,0.176687226,0.267885637,0.286628955,0.089112207,0.165230716,0.297787315,0.786019399,0.81263632,0.223085522,0.559706834,0.888682047,0.342201756,0.363601854,0.225109225,3.062
0.605606568,0.395414258,0.959631765,0.227936864,0.082617259,0.974445454,0.867140249,0.365059591,0.842246159,0.458752029,0.582278416,0.126796407,0.428657561,0.462813918,0.393389914,0.552524376,0.073451967,0.30767598,0.285624034,3.063
0.005412336,0.748355981,0.188405483,0.301578349,0.398311857,0.324382988,0.45637076,0.421441881,0.087284112,0.544575789,0.616001679,0.124370523,0.692952256,0.552522709,0.871097594,0.024496961,0.213914039,0.58558131,0.95304764,3.064
0.128245468,0.918654961,0.060583238,0.077621226,0.283367351,0.141507487,0.541254462,0.842105949,0.681223289,0.957460303,0.926710605,0.107125757,0.749566896,0.784339477,0.940896948,0.977498435,0.460303344,0.280886275,0.546321263,3.065
0.220614139,0.761869762,0.716420111,0.58931033,0.466813832,0.785925856,0.50222862,0.812639932,0.957852084,0.32475736,0.524633549,0.947286821,0.725724348,0.980504736,0.897901096,0.961225412,0.024733647,0.531158608,0.17670416,3.066
0.687837291,0.4546132,0.976543055,0.808951736,0.311592427,0.0165756,0.538085959,0.248213164,0.604506163,0.683781176,0.503699868,0.036448565,0.996002777,0.196548929,0.216727515,0.641218244,0.020291173,0.18800761,0.479584107,3.067
0.822554727,0.680842977,0.937502186,0.056532657,0.769617263,0.215809214,0.760610143,0.565193518,0.277751211,0.419832211,0.204907223,0.964050589,0.526087527,0.993188891,0.782978179,0.937042099,0.319562405,0.838565366,0.840717454,3.068
0.55192125,0.731584053,0.133678648,0.025744779,0.465161494,0.103025735,0.960783269,0.627441679,0.784675967,0.294161931,0.306274617,0.344755177,0.151773643,0.958406227,0.746340105,0.080933213,0.483641061,0.143288641,0.369866085,3.069
0.00561434,0.187928551,0.753622135,0.622427171,0.005517389,0.444500338,0.019763157,0.144004663,0.354099218,0.314511355,0.999890185,0.769792612,0.354460217,0.127226236,0.284719428,0.72007034,0.093378292,0.916866046,0.83001906,3.07
0.56285891,0.844315976,0.007137409,0.640665086,0.727017735,0.032653832,0.959173345,0.417495636,0.151248481,0.442320942,0.511248677,0.728929433,0.004072017,0.384620608,0.718945645,0.384530916,0.787020113,0.359615163,0.053906934,3.071
0.136469822,0.05183844,0.183750602,0.66639114,0.095992722,0.073354495,0.185504701,0.317850443,0.814246568,0.817131369,0.714426463,0.938206339,0.621160281,0.48334441,0.678949144,0.674914674,0.945285374,0.138065338,0.791283683,3.072
0.062250372,0.280235179,0.61116405,0.298661016,0.728048783,0.348851507,0.472290503,0.888123626,0.835520499,0.633326011,0.389153665,0.198589421,0.439986619,0.483028249,0.584746532,0.951953913,0.235361052,0.938900911,0.218614623,3.073
0.589819175,0.848314976,0.455115596,0.604637443,0.573537875,0.572673759,0.587111276,0.85610921,0.264318518,0.845568687,0.566519234,0.040867948,0.56347598,0.670053686,0.906332617,0.404678099,0.819038409,0.44706498,0.104185196,3.074
0.439810198,0.878631265,0.324217809,0.645204965,0.658613913,0.527195648,0.873275203,0.705177452,0.247727413,0.796571512,0.203467157,0.09429792,0.360812739,0.666604542,0.850620837,0.506298386,0.378698814,0.915226497,0.492072926,3.075
0.330348282,0.238662645,0.557377673,0.027046274,0.071042306,0.518115425,0.655355402,0.435155311,0.14335745,0.676303026,0.542070543,0.44115699,0.66155245,0.196309075,0.329263252,0.34070585,0.769447249,0.965280173,0.856516781,3.076
0.187632355,0.973023797,0.191813144,0.492760931,0.407614122,0.626319085,0.407167542,0.664773054,0.458480785,0.537564866,0.092183304,0.774435467,0.766998951,0.327065241,0.98814632,0.207755557,0.014550398,0.322749655,0.419458114,3.077
0.0153329,0.568627479,0.935593393,0.828962406,0.720029289,0.988958354,0.880842158,0.707448567,0.72919161,0.806414494,0.632077091,0.217508704,0.517609486,0.387282464,0.479234479,0.689373697,0.42397271,0.071814629,0.045587841,3.078
0.066134196,0.947621611,0.820793903,0.383242226,0.250079697,0.433848972,0.931732477,0.764384441,0.381508342,0.767479775,0.055121633,0.600007916,0.645578059,0.890498592,0.89334368,0.504671263,0.232652715,0.143194802,0.65131149,3.079
0.245919544,0.097763259,0.530346625,0.202695791,0.559846837,0.929154078,0.202038592,0.133577642,0.560528696,0.359901495,0.10930874,0.139991504,0.619363058,0.463274395,0.96863798,0.326643392,0.505690653,0.524233223,0.445671619,3.08
0.141379987,0.210479743,0.744561621,0.928269031,0.113423383,0.253133288,0.877683262,0.256874232,0.853789138,0.773774351,0.252623803,0.37150658,0.319531078,0.766904407,0.440181967,0.434458886,0.774639538,0.891089946,0.577987976,3.081
0.857278631,0.301938695,0.1038189,0.883193553,0.450387342,0.134677185,0.531013899,0.426678722,0.772038182,0.298610545,0.433902817,0.274965516,0.689606868,0.912066195,0.905360531,0.456742541,0.430128498,0.638678818,0.761242742,3.082
0.994444691,0.257446097,0.622292265,0.552757565,0.673836663,0.531278556,0.978799175,0.031305459,0.184443186,0.578262601,0.337128168,0.210813089,0.485994846,0.478693304,0.404862405,0.080004515,0.051485201,0.727393816,0.688287951,3.083
0.27773215,0.628970859,0.720446729,0.183897031,0.393902889,0.378247043,0.171462659,0.797955116,0.845652228,0.638736175,0.327201837,0.345606288,0.260076836,0.652207135,0.036904337,0.529837911,0.299967737,0.714735639,0.337526316,3.084
0.436257595,0.806048621,0.553732553,0.335252324,0.566750516,0.962774022,0.146867455,0.955100981,0.795844762,0.882488453,0.445170204,0.828169231,0.762489678,0.259746949,0.163837561,0.127960069,0.941472331,0.37423211,0.352126071,3.085
0.231954747,0.571415984,0.163620459,0.733203367,0.838786255,0.350026099,0.114825232,0.272769333,0.542852236,0.121917072,0.774926545,0.938932649,0.934588102,0.707633201,0.665633082,0.174016969,0.711328162,0.999871331,0.186937146,3.086
0.000449571,0.068042363,0.08276026,0.98520461,0.584146962,0.722422321,0.222051023,0.497493171,0.849886467,0.061416957,0.838146795,0.152487351,0.577079222,0.450159022,0.957768128,0.100641677,0.930696732,0.509107651,0.517453823,3.087
0.271267774,0.337213865,0.073123359,0.441360094,0.440685379,0.498423479,0.195608755,0.04091852,0.277121135,0.461818094,0.625721255,0.299065046,0.529802143,0.350962025,0.591142593,0.876809325,0.000206714,0.988346396,0.52473975,3.088
0.367224491,0.658579758,0.408283341,0.194222636,0.187363763,0.69914828,0.946489653,0.913972766,0.448152113,0.374901411,0.821601752,0.306687952,0.171984535,0.122032553,0.20971742,0.226605638,0.563239012,0.478730024,0.174767264,3.089
0.565005014,0.439431948,0.809932022,0.814683876,0.97830507,0.402447979,0.163109513,0.610608838,0.081477028,0.110071616,0.263975382,0.510343559,0.285532349,0.010993996,0.383571527,0.632331764,0.644588969,0.662548492,0.508571746,3.09
0.304290299,0.463189928,0.569072405,0.790359132,0.386238991,0.937047302,0.961696722,0.294768875,0.455019675,0.77953468,0.500271266,0.978426619,0.427299179,0.668135359,0.211917984,0.569385479,0.702480862,0.428529356,0.887671509,3.091
0.462904814,0.265507381,0.132412933,0.225862255,0.314973249,0.3549358,0.196260638,0.901489945,0.678305126,0.230493585,0.971337049,0.992730601,0.927702937,0.458690764,0.154286877,0.476399273,0.433874357,0.628537112,0.337652012,3.092
0.899562037,0.741324913,0.072955029,0.790860683,0.14015612,0.951889177,0.692866021,0.075668572,0.083532507,0.793560266,0.251424826,0.949263204,0.510493768,0.656435679,0.878501002,0.784854744,0.982161484,0.868375758,0.465006924,3.093
0.205471513,0.924248078,0.467955571,0.991075918,0.198092154,0.646645092,0.408892511,0.327957836,0.343299937,0.11932418,0.618880956,0.791862824,0.691819426,0.984506319,0.515409185,0.253800006,0.662911187,0.982892249,0.770200187,3.094
0.482136162,0.693821421,0.174043506,0.854697916,0.003863594,0.843578163,0.434259768,0.700226251,0.800175109,0.248700053,0.82135128,0.859697906,0.656436034,0.623809547,0.1751095,0.383724211,0.060150449,0.52308457,0.623729002,3.095
0.624682995,0.279149538,0.345438003,0.944132321,0.318347183,0.903313513,0.725318466,0.449498227,0.982338712,0.708341271,0.988829915,0.763205703,0.281359096,0.141479137,0.376083102,0.805962742,0.014034334,0.956834689,0.062902819,3.096
0.604707685,0.700998623,0.772777893,0.994516462,0.17463911,0.082529846,0.509717643,0.881591962,0.219768516,0.414054946,0.160713274,0.710934424,0.497838132,0.366288903,0.240032018,0.006762657,0.054983378,0.822713625,0.136707225,3.097
0.316410096,0.269410051,0.176427218,0.137204997,0.173226698,0.380190888,0.01526866,0.524050401,0.651928463,0.878567412,0.728302758,0.446064809,0.177065373,0.855412686,0.712863456,0.87923572,0.375462169,0.606274551,0.495928359,3.098
0.585485178,0.445721693,0.759432269,0.170812545,0.816376404,0.316846415,0.996675716,0.097432798,0.448253057,0.007233964,0.162217635,0.907256557,0.26186495,0.813922604,0.627966261,0.675268163,0.745085151,0.917638087,0.930263951,3.099
0.89926249,0.306460551,0.493933727,0.198702491,0.203132225,0.150089705,0.188861804,0.893313826,0.114431222,0.325148595,0.651516135,0.866667623,0.536318966,0.752232226,0.265270225,0.886230256,0.249131179,0.719175169,0.109619295,3.1
0.972005596,0.691962114,0.126957094,0.040651437,0.933309493,0.111482541,0.83919192,0.866161597,0.532265254,0.636061625,0.465906379,0.544348693,0.745806366,0.252598858,0.666164504,0.357808821,0.922218636,0.794788551,0.850074685,3.101
0.032219518,0.112378171,0.679247853,0.89740431,0.351802325,0.154291109,0.099845562,0.334980643,0.450144821,0.067437403,0.410746824,0.028031162,0.124831764,0.026683539,0.702177896,0.639482517,0.952851188,0.414536185,0.886933938,3.102
0.295298782,0.927489642,0.819130712,0.429950696,0.138327479,0.996069717,0.93267979,0.883414483,0.891479069,0.98829777,0.804182935,0.583362301,0.542706425,0.474183453,0.261319654,0.879108366,0.221713489,0.543228399,0.977341956,3.103
0.049135212,0.250551239,0.149567156,0.949343285,0.278160354,0.638075604,0.03983751,0.286697631,0.708126798,0.619827476,0.571158828,0.316970951,0.703264341,0.892326282,0.573264726,0.557919055,0.970593025,0.652651605,0.812878212,3.104
0.507550041,0.438445444,0.565033973,0.624888367,0.25467555,0.619682973,0.143600689,0.328582482,0.014412698,0.28199693,0.374942322,0.498987116,0.013035971,0.855602744,0.626933796,0.921729174,0.851489167,0.054505132,0.66111792,3.105
0.099298561,0.579329396,0.639595397,0.242480742,0.2437459,0.928019146,0.437654526,0.459340973,0.348599615,0.276241037,0.84742389,0.342183022,0.615243477,0.215845806,0.633819959,0.211411616,0.680298305,0.60700476,0.747434464,3.106
0.175742738,0.182492167,0.177115259,0.452164108,0.548887038,0.546308523,0.235914518,0.77139821,0.501218986,0.017866114,0.497591242,0.691172091,0.863844824,0.531193073,0.512839969,0.675908758,0.720429102,0.014637894,0.296424485,3.107
0.422948167,0.65800059,0.849972431,0.598917211,0.174988392,0.219866519,0.961970124,0.353053694,0.171616334,0.696909344,0.265364536,0.666080742,0.224206066,0.777258471,0.049181193,0.216851102,0.959401162,0.493971694,0.273018986,3.108
0.225252737,0.648591786,0.123006654,0.419018694,0.385736287,0.564141299,0.018969523,0.203578995,0.372962859,0.476778333,0.069679227,0.428986831,0.691494554,0.057899159,0.293646844,0.672691898,0.025467728,0.261896099,0.160205004,3.109
0.96009065,0.825537176,0.591597071,0.233095816,0.074752967,0.117963603,0.008001669,0.61111926,0.468713159,0.334170314,0.072919965,0.515594163,0.512240739,0.923279109,0.289356615,0.385022423,0.814063129,0.204217262,0.220217647,3.11
0.567285277,0.146333742,0.328384524,0.889828537,0.105490709,0.624867702,0.734695607,0.099200703,0.956244554,0.000153504,0.378746495,0.411065784,0.809618063,0.884489903,0.051026149,0.490541907,0.389381616,0.787856372,0.510528719,3.111
0.871475182,0.010638472,0.181082319,0.569418908,0.93495059,0.23907236,0.943394081,0.658224606,0.322904297,0.469674824,0.283777353,0.75965351,0.237814436,0.345527821,0.59039382,0.02204828,0.332977656,0.355686064,0.918619086,3.112
0.69656038,0.123618567,0.191125984,0.48809445,0.495728024,0.049977475,0.172662657,0.830237693,0.634769819,0.372790251,0.061543652,0.698367642,0.343408782,0.891217902,0.488694703,0.482979656,0.689034089,0.481247469,0.823200641,3.113
0.435757655,0.837720494,0.399585052,0.424686532,0.512328903,0.533765751,0.799422452,0.082742085,0.189469556,0.571008582,0.673603872,0.374383162,0.971457858,0.303047005,0.811706125,0.003323757,0.757700878,0.876692135,0.620645198,3.114
0.614185254,0.388337953,0.184227004,0.282884647,0.371456052,0.80664348,0.06647453,0.155045342,0.685719244,0.130137482,0.429861462,0.283240074,0.308362716,0.5081854,0.471007474,0.677867739,0.544460677,0.436357622,0.454241832,3.115
0.958779293,0.001292528,0.800104698,0.410685684,0.452171202,0.229528516,0.653815146,0.078563513,0.86617052,0.237433146,0.49806652,0.883845264,0.531110134,0.854863735,0.640633745,0.385098824,0.866876585,0.179402875,0.680396436,3.116
0.45799015,0.885209381,0.518448471,0.505385292,0.738998988,0.411575552,0.63998774,0.307016521,0.029785186,0.136096774,0.600875067,0.205203,0.153282162,0.844154812,0.289936177,0.568096184,0.10290214,0.264357026,0.443698802,3.117
0.63153592,0.865057064,0.168559263,0.817144743,0.814905071,0.019604619,0.499724911,0.017471904,0.058697108,0.140544566,0.55084138,0.527505276,0.744707792,0.246835877,0.693374954,0.51604684,0.945353183,0.159203514,0.056848545,3.118
0.006002827,0.107904828,0.586800422,0.596411422,0.630207307,0.324900695,0.840542166,0.495952785,0.335853015,0.622209227,0.499328525,0.772509936,0.897133322,0.333409525,0.315691756,0.41258126,0.141440146,0.205883772,0.902342546,3.119
0.789143883,0.577908191,0.107019941,0.377431191,0.754407596,0.877776306,0.413651146,0.183818399,0.274198317,0.108015637,0.618652457,0.954845478,0.416421837,0.187042218,0.570038283,0.041418393,0.483284184,0.335756891,0.050354429,3.12
0.441551712,0.31630565,0.267446452,0.621626035,0.384589092,0.408669393,0.206818648,0.552093589,0.760390701,0.609696486,0.383373399,0.258427813,0.225715096,0.538077464,0.322220836,0.653472981,0.283703834,0.932387101,0.348969845,3.121
0.409616166,0.119076116,0.653168785,0.91255936,0.631139385,0.565081678,0.22254251,0.893288278,0.035420887,0.778612681,0.809277983,0.979676559,0.36351712,0.235594556,0.428391152,0.176820402,0.889969982,0.186849628,0.404556524,3.122
0.255791261,0.849783367,0.594798161,0.864880573,0.058582302,0.922209377,0.723067421,0.651743674,0.243934596,0.717918144,0.766388868,0.82881954,0.5255967,0.63023169,0.241181547,0.168250097,0.023543838,0.343689444,0.093103915,3.123
0.031680106,0.914583734,0.584222505,0.922372761,0.288745748,0.971835161,0.649452093,0.279476875,0.951837744,0.320466992,0.054050161,0.371972648,0.680124021,0.934041464,0.442540101,0.202587545,0.794521726,0.431289777,0.486783676,3.124
0.385526171,0.476964232,0.390283805,0.238400082,0.408468618,0.339487251,0.851676417,0.817962454,0.092786902,0.409250005,0.796365242,0.012706685,0.884236538,0.193699851,0.223616373,0.956132174,0.079918618,0.522828395,0.653366738,3.125
0.187999274,0.821020905,0.893648555,0.866730498,0.837748906,0.935118481,0.70594396,0.118881046,0.085475854,0.17323126,0.925239901,0.182169292,0.185696998,0.957937105,0.337066306,0.478432448,0.415258699,0.411343716,0.197861249,3.126
0.039172139,0.655925774,0.088989323,0.152922486,0.922023859,0.120938368,0.13487473,0.812995394,0.193733388,0.076233084,0.565367279,0.18866621,0.506678522,0.765327933,0.239852734,0.219509969,0.156761974,0.376126825,0.638717252,3.127
0.284436335,0.009309494,0.377232737,0.607327422,0.386826472,0.51960954,0.323524062,0.237965815,0.198383498,0.305028795,0.680576708,0.159923011,0.921305968,0.606351003,0.703900728,0.97653838,0.690952441,0.602603772,0.70818324,3.128
0.350262844,0.994567112,0.865071526,0.525523201,0.111280874,0.197883486,0.13587567,0.654213563,0.136411743,0.93662397,0.360149287,0.379847723,0.032677214,0.757224535,0.190641273,0.27617731,0.687253907,0.422855058,0.302742638,3.129
0.722709831,0.66619433,0.502360647,0.447836249,0.796063844,0.723303403,0.975280475,0.873331414,0.217573943,0.620619434,0.948771594,0.846440242,0.181362494,0.28162898,0.092123303,0.193972874,0.391638345,0.026600531,0.879587127,3.13
0.954381746,0.587584866,0.501401095,0.593598165,0.077433469,0.974805699,0.476901301,0.041953498,0.095591484,0.15496258,0.626260386,0.588203844,0.991163341,0.420527246,0.519028294,0.362636205,0.74917928,0.781139188,0.891581417,3.131
0.959111129,0.711512743,0.713158157,0.744739044,0.61311478,0.927025322,0.682972443,0.609658506,0.833658782,0.645607878,0.203344774,0.212170759,0.257921295,0.49483158,0.930064189,0.590035721,0.557032146,0.973644758,0.620773824,3.132
0.45245967,0.377955148,0.086172746,0.622022571,0.557103426,0.189371019,0.774781325,0.28512544,0.046021197,0.143328332,0.208307494,0.764547009,0.361152962,0.972269154,0.677055326,0.528595539,0.053560194,0.282329407,0.773519783,3.133
0.696752518,0.406442337,0.235041039,0.253212697,0.892144989,0.030160144,0.405992144,0.467050197,0.230161737,0.127792229,0.680407356,0.190577789,0.428253911,0.691672541,0.532827572,0.210744488,0.601588486,0.622585535,0.896242135,3.134
0.699463374,0.828609359,0.713230087,0.800834002,0.434292386,0.874516209,0.148135341,0.331175687,0.242201297,0.783799741,0.078620283,0.041085245,0.398582588,0.69964543,0.160291436,0.281918911,0.21190183,0.289774666,0.323717021,3.135
0.879020756,0.777274505,0.0915318,0.533055836,0.356574373,0.526179466,0.972073402,0.915251259,0.335463673,0.098693011,0.708405646,0.831341689,0.211206054,0.717170922,0.20922551,0.135436164,0.970757665,0.320493906,0.226936564,3.136
0.76007379,0.942030951,0.450705264,0.283706623,0.315333492,0.318090636,0.633114865,0.43097856,0.864200007,0.300206743,0.264372234,0.155320858,0.239722821,0.21746261,0.618544635,0.278816996,0.38833075,0.913486633,0.310998838,3.137
0.828790121,0.45391697,0.938300837,0.260424778,0.076199626,0.52236171,0.939345043,0.737889107,0.80901278,0.931435209,0.789691524,0.443578421,0.987980973,0.948735451,0.610782653,0.845729225,0.486449057,0.840124836,0.147713157,3.138
0.39299403,0.369446655,0.876020766,0.766041113,0.897007171,0.166800827,0.539526628,0.789830407,0.089124298,0.474436107,0.234344277,0.70815878,0.520551101,0.634179194,0.831051921,0.024180368,0.440705892,0.531495899,0.75487947,3.139
0.482850458,0.726271088,0.84375629,0.944931452,0.683536938,0.282535687,0.151677858,0.038359759,0.46509865,0.75984932,0.053115855,0.905042583,0.995742446,0.902170646,0.589619813,0.900938291,0.345904705,0.789828485,0.752112605,3.14
0.244875715,0.979897055,0.769018642,0.883499671,0.079499239,0.62984138,0.226274164,0.076022577,0.586712041,0.537922811,0.741844204,0.512746189,0.386847672,0.118314953,0.565286763,0.934766162,0.455837768,0.072695024,0.744987806,3.141
0.181247885,0.399851157,0.831951008,0.771477171,0.480872468,0.073058848,0.456722034,0.850910078,0.109936967,0.673949907,0.352638325,0.154459079,0.058213555,0.584233418,0.734053273,0.865479815,0.220373425,0.660952714,0.879298004,3.142
0.840966746,0.768283237,0.217603183,0.009642694,0.075409631,0.662817031,0.346831502,0.211662841,0.956631186,0.046870658,0.194805241,0.70040761,0.144022139,0.998153298,0.494622671,0.114817736,0.799668122,0.299228358,0.718275502,3.143
0.957537822,0.751854203,0.081108271,0.595708073,0.679382652,0.109735402,0.080750466,0.746069296,0.331520629,0.899999718,0.026410195,0.462734036,0.464071352,0.483846284,0.395975984,0.157072003,0.770686814,0.91584838,0.428094576,3.144
0.562745541,0.205953441,0.099595916,0.81192564,0.255848262,0.711607712,0.331063292,0.276876755,0.614864374,0.0520591,0.108664724,0.829220406,0.75346027,0.064301251,0.810211592,0.548566922,0.747813318,0.785809752,0.401594439,3.145
0.00499924,0.125796263,0.945020061,0.558598324,0.357594785,0.630129002,0.627729972,0.366508805,0.015376858,0.311011648,0.147063228,0.146097083,0.974380324,0.055082993,0.948609886,0.882479852,0.833753206,0.318447818,0.364043643,3.146
0.648305029,0.616047724,0.577661337,0.651512053,0.610246751,0.814439541,0.914337292,0.425937522,0.782419191,0.491412121,0.449215653,0.984875676,0.173123938,0.749167304,0.557283799,0.959014634,0.857007132,0.852373839,0.007563368,3.147
0.820790601,0.078347152,0.681280673,0.316927943,0.176368575,0.130426769,0.1470867,0.00732189,0.411690219,0.553844174,0.375337273,0.37962729,0.232288197,0.7668717,0.703272524,0.966313645,0.527641199,0.646422768,0.982028798,3.148
0.012710821,0.047217886,0.642692428,0.846926258,0.795987447,0.671547196,0.803039261,0.863527314,0.332461756,0.78899895,0.590782391,0.876442971,0.520672821,0.882809711,0.823034456,0.895329568,0.698727939,0.258697879,0.944565527,3.149
0.151504375,0.503366153,0.529372675,0.386849109,0.874073445,0.264662035,0.230869193,0.360904507,0.250080568,0.100531048,0.343210749,0.10207986,0.754951445,0.701707438,0.186008438,0.316758395,0.147632449,0.271775523,0.27346516,3.15
0.633133264,0.711917378,0.901309727,0.478409699,0.239513294,0.154382623,0.148213591,0.108500974,0.295220374,0.756334242,0.32293353,0.529239881,0.521394842,0.10076105,0.447779329,0.827228841,0.088807045,0.961244361,0.597156406,3.151
0.303394784,0.601682725,0.45225556,0.591909386,0.49460999,0.429490925,0.373438382,0.672595558,0.574340554,0.730803757,0.360932539,0.17850042,0.190613028,0.545912494,0.472494704,0.526648029,0.01939448,0.790079178,0.840832801,3.152
0.973526021,0.787727228,0.177166301,0.903020913,0.343556636,0.434444065,0.205545567,0.844486899,0.279864595,0.055313436,0.194559789,0.811027886,0.966579451,0.101906602,0.729402455,0.397655792,0.242617496,0.585089191,0.052571002,3.153
